NOME_FUNDO;DOC_FUNDO;DATA_FUNDO;NOME_ORIGINADOR;DOC_ORIGINADOR;NOME_CEDENTE;DOC_CEDENTE;NOME_SACADO;DOC_SACADO;SEU_NUMERO;NU_DOCUMENTO;TIPO_RECEBIVEL;VALOR_NOMINAL;VALOR_PRESENTE;VALOR_AQUISICAO;VALOR_PDD;FAIXA_PDD;DATA_REFERENCIA;DATA_VENCIMENTO_ORIGINAL;DATA_VENCIMENTO_AJUSTADA;DATA_EMISSAO;DATA_AQUISICAO;PRAZO;PRAZO_ATUAL;SITUACAO_RECEBIVEL;TAXA_CESSAO;TX_RECEBIVEL;COOBRIGACAO
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_04;607056723;CCB Digital;2.682,65;2.524,92;2.392,89;0,00;A;23/05/2022;24/07/2022;24/07/2022;25/03/2022;25/03/2022;83;44;A vencer;0,33195365;0,41487510;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_05;607056723;CCB Digital;2.682,65;2.463,19;2.342,04;0,00;A;23/05/2022;24/08/2022;24/08/2022;25/03/2022;25/03/2022;105;66;A vencer;0,33195365;0,38524725;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_06;607056723;CCB Digital;2.682,65;2.405,69;2.292,27;0,00;A;23/05/2022;24/09/2022;24/09/2022;25/03/2022;25/03/2022;127;88;A vencer;0,33195365;0,36622090;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_19;607056723;CCB Digital;2.682,65;1.818,79;1.743,40;0,00;A;23/05/2022;24/10/2023;24/10/2023;25/03/2022;25/03/2022;397;358;A vencer;0,33195365;0,31463818;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_20;607056723;CCB Digital;2.682,65;1.779,93;1.706,36;0,00;A;23/05/2022;24/11/2023;24/11/2023;25/03/2022;25/03/2022;418;379;A vencer;0,33195365;0,31359083;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_21;607056723;CCB Digital;2.682,65;1.743,00;1.671,24;0,00;A;23/05/2022;24/12/2023;24/12/2023;25/03/2022;25/03/2022;439;400;A vencer;0,33195365;0,31213347;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_22;607056723;CCB Digital;2.682,65;1.705,95;1.635,73;0,00;A;23/05/2022;24/01/2024;24/01/2024;25/03/2022;25/03/2022;459;420;A vencer;0,33195365;0,31207354;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_23;607056723;CCB Digital;2.682,65;1.669,54;1.600,97;0,00;A;23/05/2022;24/02/2024;24/02/2024;25/03/2022;25/03/2022;480;441;A vencer;0,33195365;0,31127847;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_24;607056723;CCB Digital;2.682,65;1.636,15;1.569,12;0,00;A;23/05/2022;24/03/2024;24/03/2024;25/03/2022;25/03/2022;500;461;A vencer;0,33195365;0,31034471;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_13;607056723;CCB Digital;2.682,65;2.067,99;1.979,10;0,00;A;23/05/2022;24/04/2023;24/04/2023;25/03/2022;25/03/2022;270;231;A vencer;0,33195365;0,32828069;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_14;607056723;CCB Digital;2.682,65;2.024,66;1.938,38;0,00;A;23/05/2022;24/05/2023;24/05/2023;25/03/2022;25/03/2022;291;252;A vencer;0,33195365;0,32498640;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_15;607056723;CCB Digital;2.682,65;1.980,88;1.897,19;0,00;A;23/05/2022;24/06/2023;24/06/2023;25/03/2022;25/03/2022;313;274;A vencer;0,33195365;0,32169620;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_16;607056723;CCB Digital;2.682,65;1.939,82;1.858,16;0,00;A;23/05/2022;24/07/2023;24/07/2023;25/03/2022;25/03/2022;333;294;A vencer;0,33195365;0,32034752;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_17;607056723;CCB Digital;2.682,65;1.897,79;1.818,67;0,00;A;23/05/2022;24/08/2023;24/08/2023;25/03/2022;25/03/2022;356;317;A vencer;0,33195365;0,31672414;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_18;607056723;CCB Digital;2.682,65;1.857,18;1.780,02;0,00;A;23/05/2022;24/09/2023;24/09/2023;25/03/2022;25/03/2022;377;338;A vencer;0,33195365;0,31545027;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_07;607056723;CCB Digital;2.682,65;2.354,46;2.245,10;0,00;A;23/05/2022;24/10/2022;24/10/2022;25/03/2022;25/03/2022;146;107;A vencer;0,33195365;0,35978676;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;KRATER INDUSTRIA E COMERCIO DE PECAS E A;65.493.504/0001-36;607056723_08;607056723;CCB Digital;2.682,65;2.302,22;2.197,40;0,00;A;23/05/2022;24/11/2022;24/11/2022;25/03/2022;25/03/2022;167;128;A vencer;0,33195365;0,35132770;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_16;607056749;CCB Digital;2.767,92;1.927,55;1.839,48;0,00;A;23/05/2022;24/07/2023;24/07/2023;28/03/2022;28/03/2022;332;294;A vencer;0,37563111;0,36363264;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_17;607056749;CCB Digital;2.767,92;1.880,51;1.795,36;0,00;A;23/05/2022;24/08/2023;24/08/2023;28/03/2022;28/03/2022;355;317;A vencer;0,37563111;0,35973705;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_18;607056749;CCB Digital;2.767,92;1.835,17;1.752,31;0,00;A;23/05/2022;24/09/2023;24/09/2023;28/03/2022;28/03/2022;376;338;A vencer;0,37563111;0,35851920;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_07;607056749;CCB Digital;2.767,92;2.397,17;2.277,82;0,00;A;23/05/2022;24/10/2022;24/10/2022;28/03/2022;28/03/2022;145;107;A vencer;0,37563111;0,40309890;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_08;607056749;CCB Digital;2.767,92;2.337,58;2.223,21;0,00;A;23/05/2022;24/11/2022;24/11/2022;28/03/2022;28/03/2022;166;128;A vencer;0,37563111;0,39469603;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_09;607056749;CCB Digital;2.767,92;2.280,76;2.171,60;0,00;A;23/05/2022;24/12/2022;24/12/2022;28/03/2022;28/03/2022;188;150;A vencer;0,37563111;0,38434902;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_10;607056749;CCB Digital;2.767,92;2.224,92;2.119,53;0,00;A;23/05/2022;24/01/2023;24/01/2023;28/03/2022;28/03/2022;209;171;A vencer;0,37563111;0,37962893;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_11;607056749;CCB Digital;2.767,92;2.170,65;2.068,70;0,00;A;23/05/2022;24/02/2023;24/02/2023;28/03/2022;28/03/2022;230;192;A vencer;0,37563111;0,37578894;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;UNHAS FAST LTDA;13.257.238/0001-49;607056749_12;607056749;CCB Digital;2.767,92;2.122,49;2.023,85;0,00;A;23/05/2022;24/03/2023;24/03/2023;28/03/2022;28/03/2022;250;212;A vencer;0,37563111;0,37108069;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_1;670017771;CCB Digital;3.820,00;3.820,00;3.641,42;0,00;A;23/05/2022;28/04/2022;28/04/2022;28/03/2022;28/03/2022;21;-25;Vencido;0,32983346;0,77627857;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_2;670017771;CCB Digital;3.820,00;3.790,56;3.574,10;0,00;A;23/05/2022;28/05/2022;28/05/2022;28/03/2022;28/03/2022;43;5;A vencer;0,32983346;0,47688911;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_3;670017771;CCB Digital;3.820,00;3.692,10;3.505,84;0,00;A;23/05/2022;28/06/2022;28/06/2022;28/03/2022;28/03/2022;63;25;A vencer;0,32983346;0,40956492;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_4;670017771;CCB Digital;3.820,00;3.605,57;3.441,03;0,00;A;23/05/2022;28/07/2022;28/07/2022;28/03/2022;28/03/2022;85;47;A vencer;0,32983346;0,36308596;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_5;670017771;CCB Digital;3.820,00;3.526,97;3.375,31;0,00;A;23/05/2022;28/08/2022;28/08/2022;28/03/2022;28/03/2022;107;69;A vencer;0,32983346;0,33840660;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_6;670017771;CCB Digital;3.820,00;3.454,48;3.310,85;0,00;A;23/05/2022;28/09/2022;28/09/2022;28/03/2022;28/03/2022;128;90;A vencer;0,32983346;0,32527604;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_7;670017771;CCB Digital;3.820,00;3.386,46;3.249,64;0,00;A;23/05/2022;28/10/2022;28/10/2022;28/03/2022;28/03/2022;149;111;A vencer;0,32983346;0,31454380;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_8;670017771;CCB Digital;3.820,00;3.320,78;3.187,58;0,00;A;23/05/2022;28/11/2022;28/11/2022;28/03/2022;28/03/2022;168;130;A vencer;0,32983346;0,31190807;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_9;670017771;CCB Digital;3.820,00;3.256,10;3.128,65;0,00;A;23/05/2022;28/12/2022;28/12/2022;28/03/2022;28/03/2022;190;152;A vencer;0,32983346;0,30316691;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_10;670017771;CCB Digital;3.820,00;3.191,14;3.068,90;0,00;A;23/05/2022;28/01/2023;28/01/2023;28/03/2022;28/03/2022;213;175;A vencer;0,32983346;0,29565613;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;FERRAZ PROJETOS E NEGOCIOS LTDA;31.068.863/0001-24;670017771_11;670017771;CCB Digital;3.820,00;3.130,07;3.010,29;0,00;A;23/05/2022;28/02/2023;28/02/2023;28/03/2022;28/03/2022;232;194;A vencer;0,32983346;0,29530954;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_13;670042968;CCB Digital;11.737,32;9.056,04;8.714,34;0,00;A;23/05/2022;02/05/2023;02/05/2023;31/03/2022;31/03/2022;271;236;A vencer;0,32241050;0,31906658;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_14;670042968;CCB Digital;11.737,32;8.868,76;8.539,18;0,00;A;23/05/2022;02/06/2023;02/06/2023;31/03/2022;31/03/2022;294;259;A vencer;0,32241050;0,31345944;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_15;670042968;CCB Digital;11.737,32;8.683,99;8.361,89;0,00;A;23/05/2022;02/07/2023;02/07/2023;31/03/2022;31/03/2022;314;279;A vencer;0,32241050;0,31276440;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_16;670042968;CCB Digital;11.737,32;8.506,38;8.193,81;0,00;A;23/05/2022;02/08/2023;02/08/2023;31/03/2022;31/03/2022;336;301;A vencer;0,32241050;0,30936972;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_17;670042968;CCB Digital;11.737,32;8.326,82;8.023,68;0,00;A;23/05/2022;02/09/2023;02/09/2023;31/03/2022;31/03/2022;359;324;A vencer;0,32241050;0,30604713;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_18;670042968;CCB Digital;11.737,32;8.154,58;7.857,10;0,00;A;23/05/2022;02/10/2023;02/10/2023;31/03/2022;31/03/2022;378;343;A vencer;0,32241050;0,30678591;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_07;670042968;CCB Digital;11.737,32;10.275,15;9.856,70;0,00;A;23/05/2022;30/10/2022;30/10/2022;31/03/2022;31/03/2022;147;112;A vencer;0,32241050;0,34898457;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_08;670042968;CCB Digital;11.737,32;10.055,96;9.652,05;0,00;A;23/05/2022;30/11/2022;30/11/2022;31/03/2022;31/03/2022;167;132;A vencer;0,32241050;0,34334354;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_09;670042968;CCB Digital;11.737,32;9.843,86;9.458,04;0,00;A;23/05/2022;30/12/2022;30/12/2022;31/03/2022;31/03/2022;189;154;A vencer;0,32241050;0,33359430;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_10;670042968;CCB Digital;11.737,32;9.634,65;9.261,67;0,00;A;23/05/2022;30/01/2023;30/01/2023;31/03/2022;31/03/2022;210;175;A vencer;0,32241050;0,32878761;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_11;670042968;CCB Digital;11.737,32;9.430,74;9.069,37;0,00;A;23/05/2022;02/03/2023;02/03/2023;31/03/2022;31/03/2022;231;196;A vencer;0,32241050;0,32486888;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;LOJAS COMPRAKI LTDA;10.261.864/0001-10;670042968_12;670042968;CCB Digital;11.737,32;9.246,52;8.899,11;0,00;A;23/05/2022;02/04/2023;02/04/2023;31/03/2022;31/03/2022;253;218;A vencer;0,32241050;0,31748956;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_1;670042912;CCB Digital;5.740,00;5.740,00;5.453,83;0,00;A;23/05/2022;23/05/2022;23/05/2022;31/03/2022;31/03/2022;1;0;Vencido;0,35359155;0,00000000;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_2;670042912;CCB Digital;5.740,00;5.665,38;5.342,20;0,00;A;23/05/2022;23/06/2022;23/06/2022;31/03/2022;31/03/2022;23;22;A vencer;0,35359155;0,16170100;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_3;670042912;CCB Digital;5.740,00;5.507,57;5.236,33;0,00;A;23/05/2022;23/07/2022;23/07/2022;31/03/2022;31/03/2022;45;44;A vencer;0,35359155;0,26710900;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_4;670042912;CCB Digital;5.740,00;5.373,60;5.129,15;0,00;A;23/05/2022;23/08/2022;23/08/2022;31/03/2022;31/03/2022;66;65;A vencer;0,35359155;0,29139600;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_5;670042912;CCB Digital;5.740,00;5.246,79;5.024,15;0,00;A;23/05/2022;23/09/2022;23/09/2022;31/03/2022;31/03/2022;88;87;A vencer;0,35359155;0,29723500;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_6;670042912;CCB Digital;5.740,00;5.134,51;4.924,60;0,00;A;23/05/2022;23/10/2022;23/10/2022;31/03/2022;31/03/2022;108;107;A vencer;0,35359155;0,30022700;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_7;670042912;CCB Digital;5.740,00;5.025,67;4.823,80;0,00;A;23/05/2022;23/11/2022;23/11/2022;31/03/2022;31/03/2022;128;127;A vencer;0,35359155;0,30174800;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;MZ VEICULOS LTDA.;15.068.055/0001-00;670042912_8;670042912;CCB Digital;5.740,00;4.922,53;4.728,21;0,00;A;23/05/2022;23/12/2022;23/12/2022;31/03/2022;31/03/2022;150;149;A vencer;0,35359155;0,29672700;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;CERRADO ACABAMENTOS LTDA;23.387.332/0001-76;670042900_15;670042900;CCB Digital;11.749,42;8.864,90;8.557,09;0,00;A;23/05/2022;01/07/2023;01/07/2023;31/03/2022;31/03/2022;314;279;A vencer;0,29870962;0,28974266;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;CERRADO ACABAMENTOS LTDA;23.387.332/0001-76;670042900_16;670042900;CCB Digital;11.749,42;8.697,18;8.397,26;0,00;A;23/05/2022;01/08/2023;01/08/2023;31/03/2022;31/03/2022;335;300;A vencer;0,29870962;0,28746584;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;CERRADO ACABAMENTOS LTDA;23.387.332/0001-76;670042900_17;670042900;CCB Digital;11.749,42;8.526,39;8.235,24;0,00;A;23/05/2022;01/09/2023;01/09/2023;31/03/2022;31/03/2022;358;323;A vencer;0,29870962;0,28422666;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;CERRADO ACABAMENTOS LTDA;23.387.332/0001-76;670042900_18;670042900;CCB Digital;11.749,42;8.361,61;8.076,36;0,00;A;23/05/2022;01/10/2023;01/10/2023;31/03/2022;31/03/2022;378;343;A vencer;0,29870962;0,28390781;Nao
FIDC ULEND;41.391.264/0001-09;24/05/2022;IGUANA INVESTIMENTOS LTDA.;10.924.308/0001-87;Ulend gestão financeira LTDA;32.475.607/0001-14;CERRADO ACABAMENTOS LTDA;23.387.332/0001-76;670042900_07;670042900;CCB Digital;11.749,42;10.364,02;9.968,99;0,00;A;23/05/2022;01/11/2022;01/11/2022;31/03/2022;31/03/2022;148;113;A vencer;0,29870962;0,32285985;Nao
